"batch.scrambled","consignment.scrambled","country.export.scrambled","country.harvest.scrambled","tonnage","year.scrambled","numPos"
2718,2258,2,5,13,2,0
2719,1015,5,7,8,2,0
2720,409,4,3,15,1,0
2721,1026,2,5,NA,2,0
2722,1700,2,5,NA,2,0
2723,1773,2,6,18,4,0
2724,2477,5,7,4,3,0
2725,1165,2,5,16,1,0
2726,831,5,8,13,4,0
2727,81,2,5,17,2,0
2728,2247,5,7,8,1,0
2729,935,5,7,9,3,0
2730,2676,5,7,13,2,0
2731,2504,5,7,16,4,0
2732,1839,5,7,15,3,0
2733,1149,3,6,4,4,0
2734,2203,2,6,13,4,0
2735,113,2,5,3,1,0
2736,1705,2,5,18,1,0
2737,1824,5,7,8,3,0
2738,307,2,5,18,4,0
2739,2182,2,5,15,2,0
2740,2060,5,7,14,3,0
2741,2573,1,4,7,1,0
2742,1269,5,7,11,4,0
2743,427,4,6,13,2,0
2744,2679,5,7,13,3,0
2745,140,3,1,16,1,0
2746,2664,5,7,6,4,0
2747,1297,4,3,14,2,0
2748,90,5,7,7,3,0
2749,1083,5,7,12,4,0
2750,641,5,7,13,4,0
2751,146,4,8,NA,4,0
2752,23,2,5,6,1,0
2753,799,5,7,14,4,0
2754,975,5,7,8,2,0
2755,1214,5,7,15,3,0
2756,1928,5,7,10,4,0
2757,284,3,1,14,2,0
2758,1265,2,5,0,1,0
2759,414,2,5,12,2,1
2760,1129,2,1,18,1,0
2761,1438,2,5,11,2,0
2762,412,2,5,7,4,0
2763,2140,4,3,17,2,0
2764,904,2,5,18,4,0
2765,2557,5,7,8,3,0
2766,899,3,8,6,1,0
2767,385,5,7,6,4,0
2768,92,4,3,7,3,2
2769,2544,5,7,12,3,0
2770,2355,3,8,5,3,0
2771,962,4,3,19,2,0
2772,1561,3,8,11,1,0
2773,1589,1,4,17,3,0
2774,1265,2,5,15,1,0
2775,101,2,3,13,2,0
2776,419,3,1,NA,2,0
2777,2402,5,7,13,3,0
2778,1213,2,5,16,3,0
2779,2243,5,7,8,4,0
2780,707,3,6,11,2,0
2781,1119,3,1,5,1,0
2782,441,2,5,18,1,0
2783,322,5,7,18,3,0
2784,419,3,1,7,2,0
2785,815,5,7,13,4,0
2786,1391,2,5,17,1,0
2787,948,3,1,15,2,0
2788,1914,5,8,NA,3,0
2789,509,5,7,9,3,0
2790,506,1,4,NA,1,0
2791,169,5,7,15,3,0
2792,752,5,8,9,1,0
2793,1357,2,5,17,4,0
2794,1421,4,3,16,2,0
2795,256,2,5,0,2,0
2796,544,2,5,8,4,0
2797,1783,3,8,6,4,0
2798,1349,5,7,15,3,0
2799,200,1,4,7,1,0
2800,1876,5,8,13,4,0
2801,930,1,4,7,1,0
2802,944,4,3,18,3,0
2803,1752,5,7,16,3,0
2804,2112,5,7,8,4,0
2805,2611,3,6,17,1,0
2806,1277,5,7,8,3,0
2807,638,2,5,15,1,0
2808,1377,3,8,10,2,0
2809,559,4,3,17,2,0
2810,2040,5,7,18,3,0
2811,1670,5,6,4,2,0
2812,1867,2,5,14,2,0
2813,995,3,1,15,2,0
2814,1134,3,6,17,1,0
2815,1638,2,1,15,1,0
2816,2467,5,7,8,1,0
2817,295,5,7,8,4,0
2818,297,5,7,8,4,0
2819,1895,5,7,8,4,0
2820,1901,4,6,4,2,0
2821,1922,3,6,11,2,0
2822,1167,2,5,6,4,0
2823,2180,4,3,17,1,0
2824,1713,5,7,15,4,0
2825,2188,5,7,11,4,0
2826,210,2,5,8,4,0
2827,2666,5,8,12,1,0
2828,117,5,7,16,3,0
2829,1369,5,7,13,4,0
2830,2599,4,3,6,2,0
2831,39,5,7,17,4,0
2832,2649,5,7,15,3,0
2833,1802,2,5,17,4,0
2834,2041,5,7,18,3,0
2835,1486,2,5,13,2,0
2836,968,2,5,15,1,0
2837,790,3,6,13,4,0
2838,521,2,5,18,4,0
2839,1285,5,7,19,3,0
2840,2074,5,7,18,3,0
2841,563,4,3,7,3,0
2842,1244,2,5,13,4,0
2843,1980,4,3,7,1,0
2844,1847,2,6,18,3,0
2845,433,5,7,9,3,0
2846,2291,4,3,20,1,0
2847,2088,4,3,6,2,0
2848,1058,5,7,18,2,0
2849,2406,5,7,16,4,0
2850,62,5,7,8,2,0
